playerRanking,games_played,gamesStarted,minutes,points,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,turnovers,blocks,blocksAgainst,personal_fouls,foulsDrawn,pir,player.code,player_name,player.age,player.imageUrl,team,player.team.tvCodes,team_name,player.team.imageUrl
180,28.0,9.0,20.821428571428573,6.6,1.0,2.5,39.4%,1.3,3.4,37.5%,0.8,1.0,81.5%,0.4,1.4,1.8,2.2,0.5,1.5,0.0,0.1,1.8,2.1,5.9,DGX,"STIPCEVIC, ROK",29,https://media-cdn.cortextech.io/f2e9ac6c-99a3-4105-83dd-12f7952bfc8d.png,CIB;MIL;SAS,CIB;EAM;DSS,KK Cibona;EA7 Emporio Armani Milan;Polisportiva Dinamo,https://media-cdn.incrowdsports.com/2bc7884a-4fe7-4362-9d4f-ba2ad8a0239d.png;https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png;https://media-cdn.incrowdsports.com/f2916aea-9c1a-46ff-aa3a-04765cb2a60e.png
181,117.0,35.0,15.474643874643874,5.2,1.9,3.0,61.2%,0.3,0.9,27.8%,0.7,1.0,68.7%,1.2,1.8,3.0,0.5,0.6,0.6,0.3,0.3,1.7,1.1,5.9,011244,"DA SILVA, OSCAR",27,https://media-cdn.incrowdsports.com/415f34c0-6698-4640-b7cf-59edcf39a4bc.png,BER;BAR;MUN,BER;BAR;BAY,ALBA Berlin;FC Barcelona;FC Bayern Munich,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
182,121.0,44.0,18.075757575757574,4.2,0.9,2.0,46.6%,0.4,1.4,30.1%,1.2,1.6,75.8%,0.5,1.7,2.2,1.4,0.9,0.8,0.0,0.1,1.2,1.7,5.9,AJK,"VIDAL, SERGI",32,,BAS;MAD;MAL,BKN;RMD;UNI,Baskonia Vitoria-Gasteiz;Real Madrid;Unicaja Malaga,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png;https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png
183,229.0,167.0,17.332678311499272,4.7,1.0,1.8,55.2%,0.6,1.4,40.3%,1.0,1.2,82.7%,0.9,2.1,3.0,0.9,0.5,0.8,0.3,0.2,1.9,1.2,5.9,JLX,"KURBANOV, NIKITA",35,https://media-cdn.incrowdsports.com/cf7bb2be-da56-4f87-ac38-d91749bb9e17.png,CSK,CSK,CSKA Moscow,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png
184,50.0,12.0,14.482000000000001,5.2,1.6,3.2,50.3%,0.0,0.0,0%,2.0,2.7,72.6%,1.2,2.1,3.4,0.5,0.6,1.0,0.2,0.2,2.7,2.4,6.0,AGU,"DE MIGUEL, IGNACIO ",36,,OLY;MAL;MAD,OLY;UNI;RMD,Olympiacos Piraeus;Unicaja Malaga;Real Madrid,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png;https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png
185,38.0,18.0,20.028070175438597,7.1,2.3,4.7,49.7%,0.4,1.6,27.9%,1.1,1.6,67.7%,0.8,1.8,2.6,2.2,0.7,1.7,0.1,0.6,2.2,1.8,6.0,002829,"NELSON, DEMARCUS",34,https://media-cdn.incrowdsports.com/c8cf0146-4c6a-4cc5-a65d-369dfea86abf.png,CHO;RED;PAN;MAL;MUN,CHO;CZT;PAO;UNI;BAY,Cholet Basket;Crvena Zvezda Meridianbet Belgrade;Panathinaikos AKTOR Athens;Unicaja Malaga;FC Bayern Munich,https://media-cdn.incrowdsports.com/8e983039-ccb0-4813-bb92-73a05e4dc02d.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
186,92.0,65.0,21.56376811594203,7.5,0.9,1.7,54.5%,1.7,4.4,38.1%,0.5,0.8,69.6%,0.6,1.6,2.2,1.3,0.9,1.1,0.2,0.2,2.1,1.1,6.0,005718,"TIMMA, JANIS",29,https://media-cdn.incrowdsports.com/1e863222-e916-4e67-9352-d6c81cf7b292.png,BAS;OLY;KHI;UNK,BKN;OLY;KHI;UNK,Baskonia Vitoria-Gasteiz;Olympiacos Piraeus;BC Khimki;UNICS Kazan,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png;https://media-cdn.incrowdsports.com/70b00b96-e98a-42ba-9997-39d70a895157.png
187,36.0,13.0,19.42824074074074,6.6,1.1,2.3,47.6%,1.2,2.8,43.1%,0.8,1.1,69.2%,0.6,2.2,2.8,0.9,0.9,1.2,0.1,0.1,2.3,1.6,6.0,AIS,"ITURBE, IKER",31,,EST;MAD,EST;RMD,Club Baloncesto Estudiantes;Real Madrid,https://media-cdn.incrowdsports.com/3bc65205-b393-457a-a4d6-af993c60ee70.png;https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png
188,102.0,25.0,17.34640522875817,7.1,1.6,3.6,45.5%,0.8,2.1,35.8%,1.5,2.0,74%,0.9,2.0,2.8,0.8,0.5,1.0,0.1,0.5,1.8,1.9,6.0,003452,"BLAZIC, JAKA",28,https://media-cdn.incrowdsports.com/9ef061f7-37f1-418a-abcd-c2859609b6ee.png,LJU;RED;BAS;BAR,UOL;CZT;LBO;FCB,KK Cedevita Olimpija;Crvena Zvezda Meridianbet Belgrade;Baskonia Vitoria-Gasteiz;FC Barcelona,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png;https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
189,46.0,9.0,14.737318840579709,5.2,1.4,2.5,53.8%,0.3,1.1,32%,1.5,2.3,62.6%,0.9,2.0,2.9,0.5,0.6,0.6,0.3,0.2,1.6,1.7,6.0,BWY,"SLOKAR, UROS",26,,TRE;SIE;LJU,TRE;MPS;LJU,Benetton Basket Treviso;Montepaschi Siena;KK Cedevita Olimpija,https://media-cdn.incrowdsports.com/0636c1b0-de3e-4ca9-bd2c-e30a4f485114.png;https://media-cdn.incrowdsports.com/1d94a55f-b8c7-459c-951e-8177f5f3eebe.png;https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png
190,74.0,30.0,16.270945945945947,8.1,3.2,5.7,55.9%,0.2,0.6,40.5%,1.1,1.5,69%,1.1,2.0,3.0,0.8,0.4,1.3,0.1,0.1,3.1,1.4,6.1,BKM,"KUQO, ERMAL",32,,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png
191,41.0,26.0,23.670325203252034,8.9,2.5,5.7,43.8%,0.7,3.1,23.3%,1.6,2.4,67%,0.4,1.9,2.3,3.2,0.5,1.9,0.1,0.7,2.0,2.1,6.1,002834,"PARGO, JEREMY",32,https://media-cdn.incrowdsports.com/9e0daced-e5f3-46b4-990a-582c87a6721d.png,CSK;TEL,CSK;MTA,CSKA Moscow;Maccabi Rapyd Tel Aviv,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
192,39.0,21.0,22.294444444444444,10.1,2.1,4.0,51.3%,1.5,4.5,32.4%,1.6,2.4,64.2%,0.2,1.0,1.3,1.8,0.6,1.6,0.2,0.2,2.6,2.5,6.1,AFR,"SESAR, JOSIP",26,,CIB,CIB,KK Cibona,https://media-cdn.incrowdsports.com/2bc7884a-4fe7-4362-9d4f-ba2ad8a0239d.png
193,48.0,43.0,24.744097222222223,5.8,1.6,3.1,51.7%,0.6,2.2,28.8%,0.8,1.0,76.6%,0.4,2.3,2.7,2.2,1.2,1.2,0.1,0.1,2.5,1.2,6.1,CSW,"HAMILTON, JUSTIN",31,,SIE;SOP;CHA,MPS;PRO;CHA,Montepaschi Siena;Arka Gdynia;Spirou Charleroi,https://media-cdn.incrowdsports.com/1d94a55f-b8c7-459c-951e-8177f5f3eebe.png;https://media-cdn.incrowdsports.com/210fa2fa-3529-400d-8d3f-9174a22ad1a8.png;https://media-cdn.incrowdsports.com/fe2c3484-72ab-463e-bda7-587b5e980e37.png
194,144.0,37.0,23.30185185185185,8.6,1.5,3.0,48.5%,1.7,4.5,37.6%,0.5,0.8,69.3%,0.5,1.9,2.4,0.9,0.8,0.7,0.1,0.2,2.2,1.1,6.1,002429,"RIVERS, KC",34,https://media-cdn.incrowdsports.com/3605f61f-bb51-48b0-806a-a50629802f2b.png,KHI;MAD;PAN;ZAL;DYR;MUN,KHI;RMB;PAO;ZAL;ZEN;BAY,BC Khimki;Real Madrid;Panathinaikos AKTOR Athens;Zalgiris Kaunas;Zenit St Petersburg;FC Bayern Munich,https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png;https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.incrowdsports.com/4c571fd6-52f1-428c-94a5-9143fbbb4fe3.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
195,124.0,44.0,17.461559139784946,5.6,1.0,2.0,49.6%,1.0,2.7,38.1%,0.6,0.7,82.2%,0.3,1.5,1.8,2.4,0.7,1.0,0.0,0.1,1.7,1.2,6.2,JUG,"RIBAS, PAU",32,https://media-cdn.incrowdsports.com/a401ec84-fd4d-4e12-a2f0-67f8c458f795.png,JOV;BAS;PAM;BAR,CJB;CLA;VBC;FCB,Club Joventut Badalona;Baskonia Vitoria-Gasteiz;Valencia Basket;FC Barcelona,https://media-cdn.incrowdsports.com/4867b9ca-abc6-48fd-a47f-011904a74bf8.png;https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
196,186.0,92.0,18.024283154121864,5.9,1.2,2.5,48.8%,0.9,2.3,40%,0.8,1.0,78.5%,0.5,2.0,2.5,1.6,0.4,0.8,0.0,0.1,1.6,1.1,6.2,003733,"ABALDE, ALBERTO",30,https://media-cdn.incrowdsports.com/192d6d61-9180-4b9a-91c0-eff940b1f27e.png,PAM;MAD,VBC;RMB,Valencia Basket;Real Madrid,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png;https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png
197,27.0,14.0,16.74074074074074,5.6,1.4,2.6,54.9%,0.5,2.0,24.1%,1.3,2.0,64.8%,0.4,2.0,2.4,1.3,0.6,0.6,0.0,0.2,1.7,2.1,6.2,000411,"JANKOVIC, VLADIMIR",25,,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
198,67.0,18.0,20.485323383084577,6.4,0.5,1.1,40.8%,1.6,3.4,47.1%,0.6,0.7,87.8%,0.3,1.3,1.6,1.5,0.5,0.7,0.0,0.1,1.8,1.5,6.2,004997,"DIEBLER, JON",30,https://media-cdn.incrowdsports.com/5c9a373e-3dda-43b7-83a3-188f09c5a4af.png,IST;GAL;DAR,EFS;GSO;DTI,Anadolu Efes Istanbul;Galatasaray Spor Kulubu;Darussafaka Basketbol,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png;https://media-cdn.cortextech.io/95056dbe-7949-4b65-921d-ed9b59c0791c.png;https://media-cdn.incrowdsports.com/9ceb124a-7ee1-4db5-8d8c-7d485980b989.png
199,31.0,14.0,18.911827956989246,5.5,1.5,2.7,53.6%,0.5,1.4,38.6%,0.9,1.5,64.4%,1.5,2.4,3.8,0.5,1.0,1.4,0.6,0.1,2.4,1.4,6.3,KWC,"GIGLI, ANGELO",31,,TRE;ROM;MIL,TRE;ROM;EA7,Benetton Basket Treviso;Pallacanestro Virtus Roma;EA7 Emporio Armani Milan,https://media-cdn.incrowdsports.com/0636c1b0-de3e-4ca9-bd2c-e30a4f485114.png;https://media-cdn.incrowdsports.com/e5836b62-9939-4063-b5e5-cc2f5804c142.png;https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png
200,38.0,20.0,24.91535087719298,7.6,2.1,4.2,49.4%,0.6,2.7,23.8%,1.5,2.3,65.9%,0.5,2.3,2.8,1.6,1.1,1.6,0.2,0.2,2.3,2.0,6.3,AXX,"ZIELINSKI, MACIEJ",32,,WRO,WKS,WKS Slask Wroclaw,https://media-cdn.incrowdsports.com/0415061b-5374-4a0d-bc04-8fcbc8ad0bb3.png
201,136.0,34.0,14.451470588235296,5.8,2.1,3.8,54.7%,0.1,0.2,25.9%,1.4,1.9,76.7%,1.1,1.7,2.8,0.7,0.4,0.9,0.3,0.4,1.9,1.8,6.3,JPF,"SAVAS, OGUZ",31,https://media-cdn.incrowdsports.com/c5ae40d4-4126-4433-a0ba-516fb8be7080.png,ULK;DAR,ULK;DTI,Fenerbahce Beko Istanbul;Darussafaka Basketbol,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/9ceb124a-7ee1-4db5-8d8c-7d485980b989.png
202,43.0,14.0,14.79263565891473,6.2,2.2,4.2,52.2%,0.1,0.5,19%,1.5,2.0,76.5%,1.2,2.0,3.2,0.6,0.6,1.1,0.3,0.3,2.4,2.0,6.3,BEJ,"LONCAR, KRESIMIR",31,,TRE;KHI;PAM,TRE;KHI;VBC,Benetton Basket Treviso;BC Khimki;Valencia Basket,https://media-cdn.incrowdsports.com/0636c1b0-de3e-4ca9-bd2c-e30a4f485114.png;https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png;https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png
203,119.0,37.0,12.68921568627451,5.5,2.3,3.5,63.9%,0.0,0.0,0%,1.0,1.5,64.4%,1.1,1.8,2.8,0.4,0.2,0.7,0.4,0.2,1.7,1.4,6.3,005504,"BIRUTIS, LAURYNAS",27,https://media-cdn.incrowdsports.com/b3a77237-9548-4094-8536-a910283e5184.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
203,28.0,13.0,23.31607142857143,7.3,2.2,5.0,44%,0.4,1.4,28.2%,1.7,2.5,68.6%,0.2,1.5,1.7,2.4,0.8,1.9,0.1,0.4,1.8,2.6,6.3,003431,"LAW, ACIE",28,,PAR;OLY,PAR;OLY,Partizan Mozzart Bet Belgrade;Olympiacos Piraeus,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
203,77.0,41.0,20.73917748917749,6.6,1.2,2.1,57.5%,1.1,2.9,38.5%,0.8,0.9,83.6%,0.3,1.4,1.7,1.7,0.6,0.8,0.2,0.1,2.0,1.4,6.3,001972,"OLESON, BRAD",33,https://media-cdn.cortextech.io/beed3677-8c49-414f-b342-fc05a60ea411.png,BAS;BAR,CLA;FCB,Baskonia Vitoria-Gasteiz;FC Barcelona,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
206,44.0,10.0,21.474242424242423,8.6,0.6,0.9,65.9%,2.2,5.2,43.6%,0.7,0.8,82.9%,0.2,0.9,1.1,1.3,0.5,1.1,0.0,0.0,1.8,1.0,6.3,LGA,"MRSIC, DAMIR",39,,ULK,FBU,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
207,162.0,92.0,18.872736625514403,6.3,1.1,2.5,43.4%,1.1,2.7,39.4%,0.9,1.1,85.6%,0.3,1.8,2.1,3.2,0.5,1.8,0.0,0.2,2.3,1.6,6.3,002543,"WESTERMANN, LEO",29,https://media-cdn.incrowdsports.com/d16e0a60-9556-4a0b-baaa-53b11e2315a4.png,PAR;LMG;CSK;ZAL;BAR;ULK;MCO,PAR;LIM;CSK;ZAL;FCB;FNB;ASM,Partizan Mozzart Bet Belgrade;Limoges Cercle Saint-Pierre;CSKA Moscow;Zalgiris Kaunas;FC Barcelona;Fenerbahce Beko Istanbul;AS Monaco,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.incrowdsports.com/bb6b25c9-7720-4603-96c8-f5f6205e8a19.png;https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png
208,104.0,64.0,21.56650641025641,6.7,1.8,3.7,49.2%,0.6,1.9,32.8%,1.2,1.7,71.3%,0.5,2.2,2.7,1.7,0.8,1.2,0.1,0.1,2.6,1.8,6.3,AOY,"BURSTEIN, TAL",37,,TEL,MTA,Maccabi Rapyd Tel Aviv,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
209,140.0,62.0,18.87904761904762,9.5,1.5,3.2,47%,1.7,4.4,37.6%,1.5,1.8,81.9%,0.2,1.0,1.2,1.1,0.6,0.8,0.0,0.2,1.8,1.5,6.3,BCN,"BELINELLI, MARCO",38,https://media-cdn.incrowdsports.com/95f413de-ce11-4fe1-916a-3984551ceba7.png,FOR;VIR,FOR;VIR,Fortitudo Pallacanestro Bologna 103;Virtus Bologna,https://media-cdn.incrowdsports.com/0a746cc0-eb26-481a-bab5-457cfc51eae5.png;https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png
210,81.0,46.0,17.94567901234568,7.1,1.3,2.7,47.9%,1.0,2.8,37.3%,1.4,1.9,76%,0.7,2.0,2.7,0.7,0.5,0.7,0.1,0.2,2.0,1.6,6.3,004088,"OSMAN, CEDI",29,https://media-cdn.incrowdsports.com/826c12aa-ce2b-42fc-ae3b-a302611a8fbe.png,IST;PAN,EFS;PAO,Anadolu Efes Istanbul;Panathinaikos AKTOR Athens,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
211,131.0,28.0,16.505216284987277,5.7,1.8,3.1,59.5%,0.4,0.9,43.4%,1.0,1.5,66.3%,1.2,2.1,3.3,0.7,0.3,0.8,0.2,0.2,2.1,1.3,6.3,005917,"ORIOLA, PIERRE",29,https://media-cdn.incrowdsports.com/53641a93-52ff-4017-8979-0112a48f90a4.png,BAR,FCB,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
212,85.0,28.0,13.976862745098039,6.3,1.8,2.8,64.5%,0.6,1.4,39%,1.0,1.4,71.3%,1.1,1.3,2.4,0.5,0.5,0.7,0.5,0.2,2.2,1.6,6.3,011051,"SMAILAGIC, ALEN",24,https://media-cdn.incrowdsports.com/4df94e70-a8c3-4448-8474-6f63d77d7517.png,PAR;ZAL,PAR;ZAL,Partizan Mozzart Bet Belgrade;Zalgiris Kaunas,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
213,46.0,18.0,15.010144927536233,6.7,2.5,5.1,49.4%,0.1,0.3,26.7%,1.5,1.9,77.9%,1.3,2.4,3.7,0.6,0.4,1.1,0.3,0.3,2.5,1.8,6.3,JRC,"MAVROKEFALIDIS, LOUKAS",30,,ROM;OLY;PAN,ROM;OLY;PAO,Pallacanestro Virtus Roma;Olympiacos Piraeus;Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e5836b62-9939-4063-b5e5-cc2f5804c142.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
214,33.0,22.0,22.48282828282828,7.0,1.5,3.6,41.7%,0.8,2.2,35.6%,1.6,1.8,86.7%,0.4,1.3,1.7,2.2,1.0,1.0,0.0,0.2,2.5,1.9,6.4,BFY,"BLAKNEY, RODERICK",34,,AEK;OLY;MAL,AEK;OLY;UNI,AEK Athens;Olympiacos Piraeus;Unicaja Malaga,https://media-cdn.incrowdsports.com/b51b0af8-ac03-4093-8858-9b4d71830fe7.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png
215,48.0,17.0,20.60625,6.4,2.0,4.0,50.8%,0.3,1.4,24.6%,1.4,1.9,71.7%,0.3,1.5,1.8,2.3,1.1,1.6,0.1,0.2,2.1,2.0,6.4,AGP,"UDRIH, BENO",35,https://media-cdn.cortextech.io/c1fda79e-c728-4e1f-9e3e-b5bc4303a99b.png,LJU;TEL;ZAL,LJU;MAC;ZAL,KK Cedevita Olimpija;Maccabi Rapyd Tel Aviv;Zalgiris Kaunas,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png;https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
216,95.0,66.0,24.422105263157892,6.2,1.3,2.9,46.7%,0.9,3.0,30.1%,0.8,1.0,80.8%,0.2,1.4,1.7,3.3,1.1,1.7,0.1,0.1,1.9,1.4,6.4,ARR,"TUNCERI, KEREM",33,,ULK;MAD;IST,ULK;RMD;EFS,Fenerbahce Beko Istanbul;Real Madrid;Anadolu Efes Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png;https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png
217,124.0,73.0,20.85241935483871,9.8,1.2,2.7,46.8%,2.0,5.0,40%,1.2,1.5,85.2%,0.3,1.0,1.3,1.2,0.7,1.1,0.1,0.3,2.1,1.5,6.4,010612,"CANAAN, ISAIAH",33,https://media-cdn.incrowdsports.com/fdbe31b3-5c83-4daf-93b7-36ee2ada05d0.png,UNK;OLY;RED,UNK;OLY;CZV,UNICS Kazan;Olympiacos Piraeus;Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/70b00b96-e98a-42ba-9997-39d70a895157.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
218,132.0,65.0,17.910227272727273,5.8,1.4,2.5,57.1%,0.7,2.0,33.6%,0.9,1.2,79.1%,1.0,2.1,3.1,0.8,0.5,0.8,0.3,0.3,2.0,1.6,6.4,006919,"OLINDE, LOUIS",26,https://media-cdn.incrowdsports.com/0ca648b2-adaa-4385-94c5-57a9fcf141ce.png,BAM;BER,BRO;BER,Bamberger Basketball GmbH;ALBA Berlin,https://media-cdn.incrowdsports.com/85cdd43a-2bbd-4f73-b8f7-76288a5193cb.png;https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png
219,87.0,49.0,17.399425287356323,8.0,2.4,5.1,47.9%,0.6,2.3,27%,1.3,1.6,81.6%,0.7,2.0,2.7,1.1,0.3,0.9,0.1,0.4,1.6,1.6,6.4,011983,"BRAZDEIKIS, IGNAS",26,https://media-cdn.incrowdsports.com/a42240f4-090a-4427-8daf-ffc7e3006afb.png,OLY;ZAL,OLY;ZAL,Olympiacos Piraeus;Zalgiris Kaunas,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
220,186.0,70.0,16.727867383512542,5.7,1.0,1.9,53.3%,1.0,2.4,42.9%,0.6,0.8,70.1%,0.8,2.1,2.9,0.9,0.4,0.6,0.4,0.1,1.6,0.9,6.4,LHI,"VORONTSEVICH, ANDREY",34,https://media-cdn.incrowdsports.com/a09676f1-c672-4835-92fd-da0b236af387.png,CSK;UNK,CSK;UNK,CSKA Moscow;UNICS Kazan,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/70b00b96-e98a-42ba-9997-39d70a895157.png
221,99.0,46.0,19.823569023569025,6.5,2.0,3.3,61.2%,0.6,2.1,27.1%,0.8,1.3,60.5%,1.1,2.2,3.3,0.3,0.4,0.4,0.2,0.1,2.1,1.6,6.4,011231,"BLOSSOMGAME, JARON",31,https://media-cdn.incrowdsports.com/8e6679e0-e62b-4838-bfa7-11bae0ac5ebb.png,MCO,ASM,AS Monaco,https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png
222,46.0,27.0,23.446014492753623,7.7,1.1,2.8,40.6%,1.2,3.5,32.7%,2.0,2.6,78.8%,0.6,1.8,2.5,1.4,0.9,1.5,0.1,0.2,2.3,2.5,6.5,CPS,"TOMAS, MARKO",29,,MAD;CIB;ULK;CED,RMD;CIB;FBU;CED,Real Madrid;KK Cibona;Fenerbahce Beko Istanbul;KK Cedevita Zagreb,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png;https://media-cdn.incrowdsports.com/2bc7884a-4fe7-4362-9d4f-ba2ad8a0239d.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/ba95084a-224c-4d4a-a306-37a386772f64.png
